transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2024-02-10,South,Savings,Mobile App,Business,16168.74,3598,1,0,21802.92
2024-02-06,East,Savings,ATM,Business,2156.55,3110,0,0,16084.91
2023-08-24,Central,Insurance,ATM,Retail,3020.75,299,0,9,20008.67
2024-01-11,North,Insurance,ATM,Retail,587.55,2751,0,5,16302.6
2024-12-29,North,Insurance,Branch,Business,647.85,4239,0,15,42042.94
2024-07-19,Central,Savings,ATM,Retail,175.77,1733,0,13,29715.78
2024-10-11,South,Credit Cards,Mobile App,Premium,359.63,4385,0,5,32541.37
2024-03-15,Central,Insurance,Mobile App,Retail,184.73,3914,0,2,7822.05
2024-11-07,West,Credit Cards,Branch,Premium,499.48,4519,0,10,39268.37
2024-05-17,East,Credit Cards,Branch,Student,225.73,3765,0,7,28125.03
2024-07-08,West,Savings,Online,Student,747.01,3413,0,14,8328.03
2024-05-01,East,Credit Cards,Online,Retail,3227.02,3405,0,11,37575.97
2023-02-25,South,Insurance,Mobile App,Retail,1482.72,1189,0,9,17944.53
2024-09-07,West,Savings,Branch,Business,881.44,4034,0,0,40082.05
2024-08-17,North,Savings,Mobile App,Premium,1031.01,1337,0,7,15728.89
2023-08-14,Central,Credit Cards,Branch,Retail,4415.75,4593,0,17,28845.4
2024-07-09,South,Loans,Mobile App,Retail,1945.99,811,0,7,12495.53
2024-08-29,North,Insurance,Mobile App,Business,1406.69,1398,0,10,27084.77
2024-05-01,Central,Savings,Branch,Retail,2334.45,611,0,3,22878.72
2023-11-22,North,Savings,Branch,Retail,5459.12,1831,0,17,21219.75
2024-12-03,North,Mortgages,Online,Student,65.95,4504,0,17,12736.97
2024-03-03,Central,Loans,Online,Retail,986.94,2772,0,14,29714.41
2024-03-17,North,Mortgages,ATM,Retail,18013.32,4370,0,11,26380.64
2024-06-06,East,Savings,Mobile App,Student,100.33,4808,0,8,11193.49
2023-02-13,West,Mortgages,ATM,Premium,8690.03,294,0,14,25844.53
2024-01-13,South,Insurance,Branch,Business,2481.65,4268,0,3,37484.22
2024-08-16,South,Mortgages,Mobile App,Retail,1603.54,2314,0,18,42958.92
2024-12-19,North,Savings,Online,Student,276.94,2775,0,4,11432.21
2024-09-09,North,Insurance,Branch,Student,4683.49,857,0,1,1846.22
2024-10-14,Central,Loans,Online,Premium,102.23,348,0,14,8532.97
2023-02-05,Central,Credit Cards,ATM,Retail,3474.75,4804,0,4,10074.45
2023-12-09,East,Insurance,Online,Student,521.01,4939,1,11,16075.59
2023-12-14,East,Insurance,Online,Student,823.01,1117,0,6,5566.28
2023-10-31,South,Credit Cards,Mobile App,Premium,416.54,3018,0,20,41083.8
2023-02-05,Central,Savings,ATM,Student,20909.8,3983,0,1,29683.69
2024-12-08,North,Insurance,Online,Retail,291.77,834,0,5,29736.59
2023-05-13,North,Mortgages,Mobile App,Business,1240.06,4901,0,12,6950.96
2023-09-24,East,Loans,Online,Business,1593.22,3697,0,20,8700.65
2023-04-24,Central,Mortgages,ATM,Retail,444.62,2244,0,5,10071.69
2023-06-13,Central,Insurance,ATM,Retail,171.33,2033,0,4,1742.87
2024-06-26,West,Savings,ATM,Business,1661.83,2950,0,6,26012.93
2024-07-24,South,Mortgages,Mobile App,Retail,754.72,1430,0,9,14292.95
2023-12-10,South,Insurance,Online,Business,617.24,1469,0,4,36160.38
2023-07-29,Central,Loans,Online,Premium,1659.71,1015,0,17,12033.14
2024-03-10,Central,Insurance,Online,Business,318.08,1164,0,10,42254.5
2023-09-04,East,Loans,Mobile App,Business,6738.51,1621,0,1,21237.24
2023-12-12,East,Savings,ATM,Student,3280.47,1074,0,5,3213.55
2023-11-25,North,Mortgages,ATM,Retail,242.87,3286,0,2,2661.43
2023-04-09,South,Mortgages,Mobile App,Student,1490.25,2749,0,20,3186.71
2024-10-12,East,Loans,Mobile App,Business,287.2,2051,0,10,14204.66
2023-11-30,North,Insurance,Branch,Premium,1685.45,384,0,15,12568.71
2024-12-19,North,Savings,Branch,Premium,117.37,2066,0,19,4761.58
2024-11-26,East,Credit Cards,Branch,Student,2826.23,1014,0,0,26515.05
2023-05-04,North,Insurance,Branch,Student,5257.1,3564,0,8,44134.71
2023-02-01,North,Insurance,Online,Retail,665.23,4115,0,10,32599.28
2023-05-13,North,Loans,Branch,Business,2464.55,572,0,19,40264.76
2024-04-14,North,Savings,Branch,Business,147.94,435,0,2,4814.1
2023-03-05,West,Savings,Mobile App,Student,2975.27,3402,0,15,31984.42
2023-10-18,North,Mortgages,Branch,Student,3799.87,3904,0,5,20999.43
2023-08-14,East,Savings,Branch,Student,188.42,2027,0,6,35457.58
2024-08-08,North,Insurance,Branch,Business,1025.52,2288,0,15,26405.99
2024-12-11,Central,Insurance,Branch,Business,3859.76,266,0,3,36051.09
2024-05-26,Central,Credit Cards,ATM,Retail,859.66,1445,0,20,5276.94
2024-08-16,North,Loans,Online,Premium,858.46,2597,0,15,4103.54
2024-12-19,West,Credit Cards,Online,Business,2536.08,4502,0,20,18660.27
2023-06-16,North,Insurance,Online,Retail,288.04,2455,0,10,33369.89
2023-05-14,North,Loans,Branch,Student,503.47,447,0,17,10354.43
2024-01-05,West,Insurance,Online,Business,716.3,2075,1,18,15533.45
2023-04-07,Central,Savings,ATM,Student,2163.72,3613,0,9,4941.74
2023-05-26,East,Insurance,ATM,Business,2091.49,2285,0,15,40775.97
2023-01-15,North,Savings,ATM,Retail,1693.01,1000,0,0,24122.22
2024-01-09,East,Savings,Branch,Business,385.91,3371,1,8,23996.91
2024-01-12,South,Mortgages,ATM,Premium,15705.86,224,0,19,44935.17
2023-01-20,Central,Loans,Branch,Premium,2153.01,2881,0,9,33605.34
2024-12-19,North,Savings,Online,Retail,2020.15,4857,0,10,46004.57
2023-04-16,South,Savings,Branch,Business,3404.57,3065,0,11,25661.58
2023-11-22,South,Savings,Mobile App,Business,819.12,897,0,16,40499.23
2024-04-15,North,Loans,Branch,Student,2689.38,2943,0,0,40186.1
2023-03-15,North,Insurance,Branch,Business,22446.04,3836,1,11,16717.62
2024-09-29,East,Savings,Online,Retail,2306.91,2918,0,9,13541.23
2024-07-09,North,Savings,Mobile App,Retail,5372.97,866,0,10,20603.55
2023-04-23,North,Savings,ATM,Business,118.21,4196,0,10,27921.3
2023-02-04,North,Mortgages,Mobile App,Business,2400.84,3344,0,3,11202.02
2024-01-19,North,Loans,Branch,Student,861.65,2919,0,9,35461.57
2023-08-07,North,Savings,Mobile App,Student,37637.97,4354,0,7,46773.79
2024-04-15,East,Loans,Online,Retail,259.93,4560,1,13,36013.12
2024-02-18,North,Credit Cards,Branch,Retail,1209.56,2186,0,6,17287.41
2024-07-05,West,Loans,Mobile App,Business,339.02,3423,0,11,42184.35
2023-04-16,Central,Loans,Branch,Business,2434.51,1646,1,6,35248.77
2024-07-07,West,Loans,ATM,Student,2606.11,1030,0,13,37305.71
2023-07-30,East,Insurance,Branch,Business,3257.46,4590,0,15,45949.67
2024-01-07,North,Savings,Branch,Retail,1420.08,2530,1,3,38764.07
2024-10-18,South,Loans,Mobile App,Student,397.77,758,1,5,5545.68
2023-03-09,West,Insurance,ATM,Premium,8440.81,3491,0,4,28741.13
2023-07-01,North,Savings,Branch,Student,159.5,3694,0,13,36070.76
2023-06-25,Central,Credit Cards,Mobile App,Business,166.45,1650,0,6,10343.0
2024-10-21,Central,Mortgages,Mobile App,Premium,1441.64,2539,0,2,16499.39
2023-06-08,West,Credit Cards,ATM,Premium,64.17,4888,0,10,24417.12
2024-05-03,West,Credit Cards,ATM,Business,895.1,2365,0,8,13036.34
2024-07-21,North,Savings,Mobile App,Premium,1286.14,623,0,18,17980.28
2024-09-02,West,Mortgages,Mobile App,Premium,51.16,4971,0,16,8584.83
2023-11-04,South,Credit Cards,Branch,Business,2247.62,2304,0,2,42880.3
2023-08-16,North,Insurance,Branch,Premium,625.95,2527,0,16,24540.34
2023-01-02,Central,Loans,Branch,Student,1611.99,2676,0,4,21556.09
2023-08-25,West,Credit Cards,Branch,Premium,572.87,1580,0,2,44216.23
2024-07-11,West,Credit Cards,ATM,Retail,762.65,2966,0,5,20114.54
2024-07-27,South,Mortgages,ATM,Retail,138.1,434,0,12,47232.34
2023-12-02,East,Credit Cards,Online,Business,2287.21,131,0,10,39069.63
2024-09-26,East,Savings,Online,Business,1142.78,3997,0,12,33885.0
2024-04-08,North,Savings,Online,Premium,737.93,4910,0,15,14505.85
2023-02-18,North,Savings,Branch,Business,1260.25,4001,0,2,15821.58
2024-09-21,West,Savings,ATM,Premium,760.99,1497,0,7,26656.34
2024-11-10,East,Loans,ATM,Business,559.39,1502,0,6,1863.25
2024-11-21,East,Savings,Branch,Premium,1117.06,4919,0,11,48884.87
2023-01-08,Central,Loans,ATM,Business,1006.61,4590,0,13,3145.0
2024-01-14,West,Loans,Online,Retail,1459.44,4089,0,3,49437.85
2024-05-09,East,Mortgages,Online,Student,5247.41,4932,0,19,5086.25
2024-06-27,East,Savings,Branch,Student,50.0,1718,0,0,19214.83
2024-03-23,Central,Mortgages,Online,Business,3203.65,446,0,4,9842.39
2024-12-30,South,Savings,Mobile App,Retail,992.37,4936,0,19,10271.65
2023-05-10,Central,Mortgages,Online,Retail,904.72,2830,0,10,4373.32
2024-10-07,West,Loans,Branch,Retail,278.36,1569,0,1,46984.15
2023-02-20,North,Credit Cards,Mobile App,Student,2851.71,2820,0,12,1881.4
2023-10-16,Central,Insurance,Online,Business,514.75,2234,1,8,11276.53
2024-01-08,East,Mortgages,Online,Premium,1074.19,4565,0,8,9448.59
2024-09-11,East,Savings,Mobile App,Student,1221.7,2389,0,6,17601.12
2023-07-30,East,Credit Cards,Branch,Business,308.52,708,0,4,36126.1
2024-04-20,South,Insurance,Branch,Premium,1360.19,4792,0,7,22173.45
2024-11-16,Central,Savings,Mobile App,Business,107.28,3735,0,1,42743.0
2024-12-03,West,Savings,Online,Student,4392.4,4786,0,11,33768.22
2023-02-23,Central,Loans,Branch,Retail,473.86,2299,0,10,14553.11
2023-06-01,Central,Mortgages,Branch,Retail,570.77,4915,0,16,22682.65
2023-03-13,West,Credit Cards,Online,Student,643.66,4709,0,11,46787.01
2024-08-08,East,Mortgages,ATM,Retail,7594.13,1974,0,19,14595.76
2024-03-07,South,Insurance,ATM,Premium,898.03,4069,0,13,16591.12
2024-12-18,North,Savings,ATM,Retail,2209.17,2850,0,3,39419.38
2024-06-24,North,Savings,ATM,Premium,1093.16,2910,0,3,44090.61
2024-01-06,West,Savings,ATM,Student,323.91,4897,0,10,19460.87
2024-06-09,West,Savings,Mobile App,Premium,1511.32,479,0,15,15712.33
2023-01-13,West,Insurance,ATM,Premium,3463.98,1670,0,4,18057.09
2024-10-23,North,Mortgages,Branch,Student,6863.66,809,0,14,15803.24
2024-11-19,North,Savings,Online,Business,59.13,3642,0,12,34936.17
2023-09-25,North,Loans,ATM,Student,721.17,3536,0,4,17811.08
2023-10-23,West,Loans,Branch,Retail,1143.77,668,0,1,48555.65
2023-06-18,Central,Savings,Branch,Student,635.98,1701,0,8,43139.47
2024-10-04,East,Insurance,Mobile App,Retail,665.16,3257,0,5,18598.06
2024-05-11,North,Savings,ATM,Student,22736.1,260,0,3,3813.65
2023-03-03,West,Insurance,Mobile App,Premium,10113.77,3620,0,13,28196.63
2023-04-06,North,Savings,ATM,Student,3199.4,2481,0,6,23607.77
2024-01-11,East,Loans,Branch,Premium,5900.81,1582,0,0,7184.41
2024-04-02,Central,Savings,Online,Premium,5905.5,4858,0,20,39087.1
2023-08-15,South,Insurance,ATM,Premium,1538.71,1409,0,6,42162.18
2023-01-23,West,Credit Cards,Mobile App,Business,2702.13,915,0,5,40689.59
2023-12-02,South,Mortgages,Branch,Premium,2381.72,226,0,11,39450.51
2023-09-17,West,Mortgages,Mobile App,Premium,171.74,1248,0,7,5011.57
2024-12-19,South,Insurance,ATM,Business,235.12,3966,0,14,46047.13
2024-01-19,Central,Savings,Online,Premium,875.97,4001,0,0,3653.29
2023-12-30,West,Credit Cards,ATM,Premium,1616.07,1340,0,9,8915.88
2024-02-10,North,Loans,ATM,Retail,2531.8,3501,0,5,24026.74
2024-07-13,Central,Insurance,ATM,Student,50.0,2573,0,11,4602.19
2023-07-19,North,Insurance,Online,Premium,6214.68,4975,0,17,13355.79
2024-04-14,East,Insurance,Branch,Premium,1837.5,2295,0,12,29926.38
2023-06-09,North,Loans,Branch,Business,8052.84,2686,0,1,9815.82
2024-08-16,South,Insurance,Mobile App,Business,2075.64,3689,0,2,34881.95
2023-06-14,Central,Loans,Online,Student,238.57,1671,0,4,17469.37
2024-09-12,Central,Mortgages,Mobile App,Retail,1216.42,3811,0,10,42098.32
2024-03-26,East,Insurance,Online,Premium,3684.84,2891,0,6,11569.95
2024-02-22,North,Savings,ATM,Student,1101.98,1959,0,3,15162.63
2023-03-26,North,Mortgages,ATM,Premium,324.72,3671,0,8,13870.37
2024-06-21,North,Credit Cards,Mobile App,Student,6810.07,2922,0,1,4005.58
2023-04-05,West,Credit Cards,Mobile App,Premium,1919.24,3022,0,4,22759.56
2023-11-05,North,Savings,ATM,Student,6237.56,4355,0,1,2133.12
2023-12-31,West,Mortgages,ATM,Business,829.67,3411,1,18,16325.99
2024-11-23,East,Insurance,Branch,Premium,23927.83,1127,0,5,14145.82
2023-05-22,South,Credit Cards,Online,Student,320.59,639,1,16,14039.98
2024-06-23,North,Savings,Mobile App,Premium,2408.61,2734,0,16,49395.02
2024-10-04,West,Insurance,ATM,Student,472.39,4536,0,18,16718.35
2024-05-09,Central,Insurance,Mobile App,Student,3499.53,463,0,4,12930.46
2024-01-07,South,Savings,Online,Student,1613.31,112,0,10,42699.01
2023-08-04,North,Insurance,Branch,Business,431.75,4000,1,16,20358.7
2024-07-03,East,Savings,Branch,Business,3269.07,166,0,5,29942.33
2023-10-10,North,Mortgages,Branch,Business,1357.1,2958,0,16,33893.81
2023-10-01,East,Mortgages,Mobile App,Student,9243.08,479,0,7,14404.73
2024-01-04,South,Mortgages,Branch,Retail,1916.44,3068,0,4,2246.28
2024-07-13,Central,Insurance,Mobile App,Retail,1497.57,1871,0,10,10583.9
2023-07-26,East,Insurance,Online,Business,1149.25,2779,0,8,1469.49
2024-07-13,Central,Savings,Branch,Student,1865.11,3856,0,18,29603.11
2024-07-24,East,Mortgages,Mobile App,Business,2239.09,1329,0,19,6175.3
2023-04-11,South,Loans,Branch,Retail,2493.54,1076,0,14,32092.59
2024-09-13,North,Insurance,Branch,Student,9140.92,2253,0,4,40400.03
2024-12-08,West,Insurance,Online,Retail,592.54,2857,0,10,25636.97
2024-03-29,North,Insurance,Online,Retail,516.17,2179,0,14,15882.57
2023-06-01,East,Mortgages,Mobile App,Business,1871.61,277,0,5,3430.44
2024-06-12,East,Insurance,Online,Premium,386.36,1623,0,4,24095.19
2024-08-01,South,Credit Cards,Branch,Business,1260.22,4742,0,13,5519.5
2023-01-31,West,Loans,Mobile App,Business,175.01,761,0,6,1017.24
2023-06-14,North,Insurance,Online,Premium,464.5,1639,0,17,25462.66
2023-01-30,North,Savings,ATM,Premium,296.38,4141,0,1,37237.65
2023-12-12,North,Savings,Online,Student,1564.17,1468,0,10,10109.9
2023-11-24,West,Credit Cards,Online,Retail,270.05,4285,0,3,16353.26
2024-12-16,East,Mortgages,Mobile App,Student,338.62,1054,0,13,42553.41
2024-01-11,Central,Mortgages,ATM,Business,1705.6,1918,0,3,32109.43
2024-08-23,North,Mortgages,Mobile App,Retail,176.94,713,0,19,34432.44
2023-06-10,South,Loans,Branch,Retail,4597.35,617,0,6,12959.68
2023-12-03,North,Insurance,Online,Business,83.51,4917,0,15,27758.47
2023-10-05,Central,Insurance,Online,Retail,731.46,3687,0,16,33863.46
2023-01-15,West,Savings,Online,Premium,265.84,2798,0,17,40135.72
2024-08-14,North,Savings,ATM,Business,264.59,3422,0,13,34655.96
2024-06-04,North,Savings,Mobile App,Business,18457.04,1411,0,18,10422.74
2024-07-26,Central,Credit Cards,Mobile App,Business,10494.15,2130,0,11,4031.81
2023-03-31,South,Savings,ATM,Premium,1482.56,2792,0,17,30451.78
2024-09-10,North,Savings,Branch,Student,2397.8,984,0,12,44935.94
2023-11-20,East,Loans,Mobile App,Premium,3535.06,1086,0,4,20347.35
2023-02-28,South,Loans,Online,Retail,6586.51,1618,0,5,11055.78
2024-07-09,South,Mortgages,Mobile App,Retail,85.35,3717,0,4,38495.77
2024-01-11,East,Insurance,Mobile App,Retail,3044.97,4447,1,9,38268.66
2023-05-02,South,Savings,Mobile App,Retail,139.46,1002,0,9,9549.84
2023-07-06,Central,Mortgages,Online,Retail,349.1,4674,1,6,41328.23
2024-02-28,East,Mortgages,Branch,Business,3725.23,1261,0,17,15683.33
2024-01-19,South,Loans,Branch,Business,4075.69,3281,0,15,18666.1
2023-02-16,North,Mortgages,Mobile App,Business,50.0,3631,0,4,49631.82
2023-05-11,South,Credit Cards,ATM,Retail,1710.45,3065,0,8,17431.04
2023-09-13,Central,Insurance,Branch,Premium,488.82,4479,0,2,6579.87
2024-04-24,North,Credit Cards,Branch,Business,126.04,313,0,12,16990.3
2023-12-13,North,Credit Cards,Branch,Business,2220.7,1390,0,12,15001.54
2023-11-10,East,Mortgages,Online,Business,67.94,1863,0,18,22704.86
2023-03-15,South,Mortgages,Branch,Student,15052.94,2729,0,1,24821.49
2024-04-23,Central,Mortgages,Branch,Premium,6542.31,314,0,5,6229.07
2024-05-30,West,Insurance,Online,Retail,382.15,4243,0,13,32406.8
2024-08-21,East,Savings,ATM,Retail,1371.1,392,0,10,37240.7
2023-12-03,West,Insurance,ATM,Premium,3706.83,285,0,8,8537.26
2023-09-12,East,Mortgages,Mobile App,Premium,500.18,1941,0,6,38076.3
2024-02-14,North,Insurance,Online,Student,1489.51,4103,0,13,26842.24
2023-09-04,West,Savings,Branch,Student,543.96,989,0,4,27547.11
2023-03-29,South,Credit Cards,ATM,Student,1692.29,4236,1,16,45311.22
2023-06-12,South,Credit Cards,Mobile App,Student,1007.98,1923,0,9,23573.31
2023-11-03,North,Credit Cards,Mobile App,Business,731.43,4813,0,16,6164.85
2023-08-03,West,Savings,Branch,Student,4296.19,4129,0,18,16646.75
2023-03-26,West,Insurance,Branch,Premium,367.57,1991,0,4,36438.51
2023-07-06,North,Insurance,ATM,Business,830.71,2355,0,16,45472.7
2023-10-31,North,Loans,ATM,Retail,435.5,1373,0,12,10935.03
2023-08-28,West,Insurance,Mobile App,Student,24602.53,2347,0,9,45441.94
2024-09-23,West,Loans,Mobile App,Retail,1044.71,1357,1,17,25483.96
2023-10-09,West,Insurance,Mobile App,Business,626.36,3861,1,9,7069.64
2023-09-14,Central,Mortgages,Online,Premium,3872.15,3926,0,8,30963.31
2023-10-25,North,Credit Cards,Online,Premium,6749.79,4162,0,14,2173.85
2024-04-10,South,Insurance,Branch,Student,613.6,1406,0,14,5400.49
2023-09-13,East,Loans,ATM,Premium,2690.66,3113,0,0,1817.02
2023-10-31,South,Loans,ATM,Student,683.58,1290,0,0,14446.11
2023-03-20,North,Savings,Mobile App,Premium,618.66,4031,0,6,36253.73
2023-09-29,North,Credit Cards,Online,Business,1941.25,2030,0,17,49183.22
2024-11-10,West,Loans,Mobile App,Retail,4925.31,3841,0,18,27769.33
2023-10-18,Central,Insurance,Mobile App,Premium,718.68,3938,0,9,35324.29
2024-04-03,North,Loans,Mobile App,Business,224.47,1648,0,0,2499.49
2023-01-18,North,Mortgages,ATM,Retail,4112.22,4500,0,3,35499.13
2024-10-11,North,Loans,Mobile App,Retail,10803.3,714,0,9,43359.7
2024-02-18,Central,Loans,Branch,Premium,6444.51,3003,0,10,48980.77
2024-03-23,South,Savings,Mobile App,Student,140.43,4029,0,1,49677.44
2024-07-31,East,Savings,ATM,Student,2294.62,3320,1,2,32452.74
2024-03-15,East,Loans,ATM,Retail,1646.61,106,0,13,35432.22
2024-09-28,Central,Loans,Branch,Student,2332.75,2005,0,6,19549.26
2024-04-30,South,Loans,Online,Student,1596.36,2754,0,4,4137.69
2023-01-04,Central,Insurance,Online,Business,4371.07,1462,0,10,16009.91
2023-11-14,East,Loans,Branch,Business,7583.48,2156,0,6,9961.9
2024-09-17,Central,Savings,ATM,Retail,850.18,1321,0,7,15904.85
2024-06-07,Central,Mortgages,Mobile App,Business,1308.75,224,0,16,47396.03
2023-01-23,West,Insurance,Online,Premium,376.22,629,0,4,32134.88
2023-05-03,Central,Insurance,ATM,Student,135.22,2265,0,17,18218.63
2023-05-25,West,Savings,Mobile App,Premium,1698.89,1746,0,17,3682.83
2023-11-07,North,Savings,ATM,Student,7778.32,4379,0,0,22900.86
2023-09-12,West,Loans,ATM,Premium,2611.72,1179,0,17,25315.79
2023-07-28,East,Insurance,Branch,Business,833.58,3358,0,15,22689.87
2023-01-03,East,Credit Cards,Mobile App,Retail,1470.28,680,0,4,19232.23
2024-10-23,East,Savings,ATM,Retail,8814.41,3972,1,15,47308.15
2024-09-30,South,Loans,Mobile App,Retail,262.84,872,0,3,36796.01
2024-04-12,Central,Credit Cards,Mobile App,Student,3472.11,4528,0,17,6193.56
2023-07-01,North,Loans,Online,Business,5098.59,3643,0,12,3453.23
2023-05-22,North,Savings,Online,Business,2893.61,2363,0,15,7527.9
2023-10-25,Central,Insurance,Online,Retail,11921.47,4476,0,7,18432.77
2024-07-30,South,Loans,ATM,Student,266.38,1540,0,1,17100.57
2024-10-08,North,Credit Cards,Mobile App,Student,431.08,4336,0,6,23289.62
2023-08-04,North,Credit Cards,ATM,Business,6741.28,4465,0,8,37576.34
2024-08-28,North,Mortgages,Branch,Business,3369.91,3595,0,15,3075.62
2024-03-03,North,Credit Cards,Mobile App,Student,1381.19,4779,0,15,39366.6
2024-12-02,North,Loans,ATM,Retail,910.68,2087,0,15,23470.82
2024-11-05,East,Insurance,ATM,Retail,818.78,464,0,13,13495.84
2024-06-12,Central,Insurance,Mobile App,Student,1587.02,2150,0,15,22514.68
2023-12-15,North,Mortgages,ATM,Retail,178.48,4905,0,8,29830.56
2024-06-13,South,Mortgages,Mobile App,Premium,1024.8,3701,0,11,13209.36
2024-05-07,East,Loans,Online,Business,2389.54,3375,0,3,10291.77
2024-07-28,Central,Loans,ATM,Student,1598.91,4480,0,9,13144.75
2023-06-05,North,Mortgages,ATM,Business,514.23,4209,0,10,10627.7
2023-07-01,South,Loans,ATM,Business,490.76,1647,0,7,34546.21
2024-04-17,North,Credit Cards,Branch,Premium,11296.28,4539,0,1,42612.2
2023-02-02,North,Loans,Branch,Business,1292.01,3159,1,19,41225.12
2023-03-29,West,Insurance,Mobile App,Business,2428.67,3193,0,12,10557.67
2023-05-04,East,Savings,Branch,Business,420.8,2806,0,18,9438.53
2023-09-21,Central,Insurance,Mobile App,Student,208.3,1470,0,5,49683.76
2023-12-30,North,Insurance,ATM,Retail,470.29,3827,0,16,17727.93
2024-02-10,North,Loans,Mobile App,Business,50.0,4824,0,10,3165.85
2023-12-29,South,Loans,Mobile App,Premium,1151.26,870,0,4,36114.46
2023-06-03,West,Savings,Branch,Student,1817.28,3700,0,1,7753.98
2024-04-28,North,Credit Cards,Branch,Retail,4175.5,2768,1,1,22313.3
2023-04-25,North,Credit Cards,Branch,Retail,1830.35,2686,0,16,31436.82
2023-07-15,North,Credit Cards,Online,Premium,329.91,4998,0,10,30111.84
2024-11-08,South,Savings,Mobile App,Student,2796.02,4632,0,12,37720.91
2024-09-16,West,Credit Cards,ATM,Student,1031.23,3622,0,9,47657.38
2024-10-02,North,Credit Cards,Online,Business,19080.18,204,0,7,4953.44
2024-09-29,West,Savings,Online,Retail,3878.32,3822,0,10,34498.98
2024-04-11,West,Insurance,Online,Premium,5309.59,488,0,4,34425.42
2023-04-09,East,Insurance,ATM,Retail,3435.7,3852,0,17,42814.82
2024-04-01,South,Savings,Online,Retail,1257.98,2493,0,11,33546.89
2024-04-05,Central,Mortgages,ATM,Premium,2029.26,592,0,14,3446.9
2023-02-22,East,Credit Cards,ATM,Retail,4792.45,4371,0,15,6306.87
2023-10-18,West,Loans,Online,Business,2319.19,3542,0,14,40920.34
2024-11-04,Central,Savings,Online,Business,396.06,4658,0,6,11884.89
2024-10-23,East,Mortgages,Mobile App,Premium,7763.29,2429,0,8,4589.99
2023-12-17,East,Mortgages,Mobile App,Retail,192.01,3774,0,11,35524.52
2023-04-13,North,Credit Cards,Online,Business,174.06,1277,0,0,2221.71
2024-07-10,South,Savings,Mobile App,Retail,1178.96,1837,0,13,8976.51
2024-05-28,East,Insurance,Branch,Retail,53.18,3445,0,13,34028.96
2023-09-18,North,Insurance,Branch,Student,636.32,672,0,8,1250.49
2023-09-08,East,Savings,Online,Premium,1198.35,3928,0,3,36666.88
2024-11-14,North,Savings,Mobile App,Student,367.2,1390,0,6,25499.43
2024-09-03,South,Savings,Mobile App,Business,594.66,251,0,3,32714.72
2024-02-10,West,Insurance,Branch,Premium,68.63,598,0,1,2444.43
2024-04-04,East,Savings,ATM,Retail,429.2,118,0,15,15811.64
2024-01-01,East,Loans,Online,Retail,1132.99,522,0,3,37765.29
2024-03-14,South,Savings,Mobile App,Retail,1604.07,1051,0,6,28001.02
2023-07-31,North,Mortgages,Branch,Student,2640.5,111,0,1,2412.76
2024-02-16,North,Credit Cards,Branch,Premium,12993.4,2947,0,13,19459.68
2023-11-17,North,Mortgages,Branch,Premium,1269.42,4334,0,6,19914.72
2023-09-24,North,Insurance,Branch,Retail,1495.48,4521,0,1,47333.29
2024-04-24,East,Loans,Branch,Retail,731.39,295,0,20,29685.91
2024-08-05,East,Mortgages,ATM,Business,10757.53,3912,0,18,14955.5
2024-07-29,West,Credit Cards,Mobile App,Premium,436.99,1003,0,0,5280.94
2024-05-16,North,Loans,ATM,Premium,2061.4,3826,0,0,5116.82
2024-03-26,Central,Savings,Online,Student,804.87,4928,0,0,15247.09
2024-02-26,Central,Loans,Branch,Student,5296.37,2890,0,0,46943.42
2023-07-08,Central,Savings,Branch,Business,4810.28,4233,0,8,28124.54
2024-08-20,West,Credit Cards,Mobile App,Student,787.0,4450,0,18,23861.44
2024-12-27,North,Savings,Branch,Business,996.11,459,1,9,21960.11
2024-03-25,East,Credit Cards,ATM,Retail,3189.87,4674,0,6,43591.97
2023-11-23,Central,Insurance,Branch,Retail,346.07,833,0,17,5208.27
2024-11-18,West,Loans,Online,Business,1241.56,3316,0,3,12846.31
2023-10-17,North,Loans,Branch,Student,2997.01,2803,0,7,29752.6
2023-01-30,North,Insurance,ATM,Business,319.73,324,0,8,3169.51
2024-02-22,South,Insurance,Branch,Business,784.44,4795,0,19,15287.5
2023-04-08,East,Insurance,ATM,Retail,1543.77,3216,0,3,1518.41
2023-03-29,Central,Insurance,Online,Retail,1352.43,3494,0,18,12990.95
2023-12-27,South,Loans,ATM,Premium,5725.52,2457,0,4,17822.36
2024-02-22,East,Credit Cards,Online,Premium,1213.75,958,0,6,7847.42
2023-01-13,South,Insurance,ATM,Student,5984.5,3911,0,19,31082.32
2023-09-28,North,Credit Cards,Branch,Retail,101.46,3267,0,11,41052.51
2023-10-28,North,Mortgages,Mobile App,Business,9948.41,2399,0,18,40627.0
2023-03-16,East,Mortgages,Mobile App,Student,1840.58,4766,0,1,18772.18
2023-05-26,Central,Loans,Mobile App,Premium,103.19,2305,0,12,19585.32
2024-06-16,Central,Insurance,Mobile App,Business,4846.13,3264,0,19,1819.21
2024-09-29,North,Insurance,Mobile App,Premium,5174.43,1621,0,10,5206.84
2023-02-21,North,Credit Cards,ATM,Retail,209.44,3363,0,15,33327.47
2024-05-21,East,Loans,Online,Student,706.71,2513,0,6,45707.32
2023-09-21,East,Savings,Branch,Premium,442.54,1196,0,4,37789.57
2024-01-26,East,Insurance,Branch,Student,3294.86,1722,0,17,1159.59
